method	path	controller	authentication	tenant_scope_evidence	authorization_evidence	mapping_conditions	deprecated	version	owner	usage	eol
POST	/api/auth/sso/link/confirm	ooo.klae.connex.backend.controllers.SsoLinkController#confirm	permitAll	no MVC workspace resolution; domain scope if applicable	ClientIpResolver#resolveWithProvenance:domain authorization; OneTimeLinkFlowCookie#clear:domain authorization; OneTimeLinkFlowService#consume:domain authorization; SsoLinkService#confirmByHash:domain authorization	params=[];headers=[];version=;consumes=[];produces=[] / params=[];headers=[];version=;consumes=[];produces=[]	false	unversioned	Backend maintainers	not measured; see API_SURFACE.md	not scheduled
POST	/api/auth/verify-email/confirm	ooo.klae.connex.backend.controllers.RegistrationVerificationController#confirm	permitAll	no MVC workspace resolution; domain scope if applicable	OneTimeLinkFlowCookie#clear:domain authorization; OneTimeLinkFlowService#consume:domain authorization	params=[];headers=[];version=;consumes=[];produces=[]	false	unversioned	Backend maintainers	not measured; see API_SURFACE.md	not scheduled
POST	/api/auth/verify-email/exchange	ooo.klae.connex.backend.controllers.RegistrationVerificationController#exchange	permitAll	no MVC workspace resolution; domain scope if applicable	OneTimeLinkFlowCookie#set:domain authorization; OneTimeLinkFlowService#exchangeOwnerHash:domain authorization; OneTimeLinkFlowService#issue:domain authorization; RegistrationVerificationService#exchangeToken:domain authorization	params=[];headers=[];version=;consumes=[];produces=[]	false	unversioned	Backend maintainers	not measured; see API_SURFACE.md	not scheduled
POST	/api/auth/webauthn/authenticate	ooo.klae.connex.backend.controllers.WebAuthnController#authenticateVerify	permitAll	no MVC workspace resolution; domain scope if applicable	AuditService#recordFailure:domain authorization; AuditService#recordStrictIndependentScoped:domain authorization; AuthService#establishAuthenticatedSession:domain authorization; ClientIpResolver#resolveWithProvenance:domain authorization; LoginRateLimiter#isBlockedForClient:domain authorization; LoginRateLimiter#recordFailureForClient:domain authorization; SessionSecurityService#markStepUp:domain authorization; SsoConnectionService#isSsoEnforcedForUser:domain authorization; WebAuthnJsonMapper#read:domain authorization; WebAuthnService#finishLogin:domain authorization	params=[];headers=[];version=;consumes=[];produces=[] / params=[];headers=[];version=;consumes=[application/json];produces=[]	false	unversioned	Backend maintainers	not measured; see API_SURFACE.md	not scheduled
POST	/api/auth/webauthn/authenticate/options	ooo.klae.connex.backend.controllers.WebAuthnController#authenticateOptions	permitAll	no MVC workspace resolution; domain scope if applicable	ClientIpResolver#resolveWithProvenance:domain authorization; LoginRateLimiter#isBlockedForClient:domain authorization; WebAuthnJsonMapper#write:domain authorization; WebAuthnService#createLoginOptions:domain authorization	params=[];headers=[];version=;consumes=[];produces=[] / params=[];headers=[];version=;consumes=[];produces=[application/json]	false	unversioned	Backend maintainers	not measured; see API_SURFACE.md	not scheduled
POST	/api/auth/webauthn/recover	ooo.klae.connex.backend.controllers.WebAuthnController#recoverCredentials	authenticated	no MVC workspace resolution; domain scope if applicable	AuditService#recordStrictFailureIndependentScoped:domain authorization; AuthService#getCurrentUser:domain authorization; MfaRecoveryService#recover:domain authorization; PasskeyBootstrapConfirmationService#invalidateForUser:domain authorization; SessionSecurityService#completeRecoveryStamp:domain authorization	params=[];headers=[];version=;consumes=[];produces=[] / params=[];headers=[];version=;consumes=[];produces=[]	false	unversioned	Backend maintainers	not measured; see API_SURFACE.md	not scheduled
POST	/api/auth/webauthn/register	ooo.klae.connex.backend.controllers.WebAuthnController#registerVerify	authenticated	no MVC workspace resolution; domain scope if applicable	AuthService#getCurrentUser:domain authorization; PasskeyBootstrapConfirmationService#isSatisfiedFor:domain authorization; SessionSecurityService#clearFirstPasskeyBootstrap:domain authorization; SessionSecurityService#clearPasskeyBootstrapConfirmation:domain authorization; SessionSecurityService#markStepUp:domain authorization; SessionSecurityService#sessionEpoch:domain authorization; WebAuthnJsonMapper#read:domain authorization; WebAuthnService#finishRegistration:domain authorization	params=[];headers=[];version=;consumes=[];produces=[] / params=[];headers=[];version=;consumes=[application/json];produces=[]	false	unversioned	Backend maintainers	not measured; see API_SURFACE.md	not scheduled
POST	/api/auth/webauthn/register/confirmation	ooo.klae.connex.backend.controllers.WebAuthnController#requestBootstrapConfirmation	authenticated	no MVC workspace resolution; domain scope if applicable	AuthService#getCurrentUser:domain authorization; ClientIpResolver#resolve:domain authorization; PasskeyBootstrapConfirmationService#request:domain authorization	params=[];headers=[];version=;consumes=[];produces=[] / params=[];headers=[];version=;consumes=[];produces=[]	false	unversioned	Backend maintainers	not measured; see API_SURFACE.md	not scheduled
POST	/api/auth/webauthn/register/confirmation/exchange	ooo.klae.connex.backend.controllers.WebAuthnController#exchangeBootstrapConfirmation	authenticated	no MVC workspace resolution; domain scope if applicable	AuthService#getCurrentUser:domain authorization; PasskeyBootstrapConfirmationService#redeem:domain authorization	params=[];headers=[];version=;consumes=[];produces=[] / params=[];headers=[];version=;consumes=[];produces=[]	false	unversioned	Backend maintainers	not measured; see API_SURFACE.md	not scheduled
POST	/api/auth/webauthn/register/options	ooo.klae.connex.backend.controllers.WebAuthnController#registerOptions	authenticated	no MVC workspace resolution; domain scope if applicable	AuthService#getCurrentUser:domain authorization; SessionSecurityService#markFirstPasskeyBootstrap:domain authorization; WebAuthnJsonMapper#write:domain authorization; WebAuthnService#createRegistrationOptions:domain authorization	params=[];headers=[];version=;consumes=[];produces=[] / params=[];headers=[];version=;consumes=[];produces=[application/json]	false	unversioned	Backend maintainers	not measured; see API_SURFACE.md	not scheduled
POST	/api/auth/webauthn/step-up	ooo.klae.connex.backend.controllers.WebAuthnController#stepUpVerify	authenticated	no MVC workspace resolution; domain scope if applicable	AuditService#recordStrictIndependentScoped:domain authorization; AuthService#getCurrentUser:domain authorization; SessionSecurityService#markStepUp:domain authorization; WebAuthnJsonMapper#read:domain authorization; WebAuthnService#finishStepUp:domain authorization	params=[];headers=[];version=;consumes=[];produces=[] / params=[];headers=[];version=;consumes=[application/json];produces=[]	false	unversioned	Backend maintainers	not measured; see API_SURFACE.md	not scheduled
POST	/api/auth/webauthn/step-up/options	ooo.klae.connex.backend.controllers.WebAuthnController#stepUpOptions	authenticated	no MVC workspace resolution; domain scope if applicable	WebAuthnJsonMapper#write:domain authorization; WebAuthnService#createStepUpOptions:domain authorization	params=[];headers=[];version=;consumes=[];produces=[] / params=[];headers=[];version=;consumes=[];produces=[application/json]	false	unversioned	Backend maintainers	not measured; see API_SURFACE.md	not scheduled
POST	/api/business-cards/import	ooo.klae.connex.backend.controllers.BusinessCardController#importCard	authenticated	MVC workspace resolution attempted for authenticated User; effective scope delegated	BusinessCardService#importCard:PERSON_CREATE	params=[];headers=[];version=;consumes=[];produces=[] / params=[];headers=[];version=;consumes=[multipart/form-data];produces=[]	false	unversioned	Backend maintainers	not measured; see API_SURFACE.md	not scheduled
POST	/api/business-cards/import/reservation	ooo.klae.connex.backend.controllers.BusinessCardController#reserveImport	authenticated	MVC workspace resolution attempted for authenticated User; effective scope delegated	BusinessCardService#reserveImport:PERSON_CREATE	params=[];headers=[];version=;consumes=[];produces=[] / params=[];headers=[];version=;consumes=[];produces=[]	false	unversioned	Backend maintainers	not measured; see API_SURFACE.md	not scheduled
POST	/api/business-cards/scan	ooo.klae.connex.backend.controllers.BusinessCardController#scan	authenticated	MVC workspace resolution attempted for authenticated User; effective scope delegated	BusinessCardService#scan:PERSON_CREATE	params=[];headers=[];version=;consumes=[];produces=[] / params=[];headers=[];version=;consumes=[multipart/form-data];produces=[]	false	unversioned	Backend maintainers	not measured; see API_SURFACE.md	not scheduled
POST	/api/campaigns	ooo.klae.connex.backend.controllers.CampaignController#create	authenticated	MVC workspace resolution attempted for authenticated User; effective scope delegated	CAMPAIGN_MANAGE; CampaignService#create:CAMPAIGN_MANAGE	params=[];headers=[];version=;consumes=[];produces=[] / params=[];headers=[];version=;consumes=[];produces=[]	false	unversioned	Backend maintainers	not measured; see API_SURFACE.md	not scheduled
POST	/api/campaigns/{id}/audience/estimate	ooo.klae.connex.backend.controllers.CampaignController#estimateAudience	authenticated	MVC workspace resolution attempted for authenticated User; effective scope delegated	CAMPAIGN_VIEW; CampaignService#estimateAudience:CAMPAIGN_VIEW	params=[];headers=[];version=;consumes=[];produces=[] / params=[];headers=[];version=;consumes=[];produces=[]	false	unversioned	Backend maintainers	not measured; see API_SURFACE.md	not scheduled
POST	/api/campaigns/{id}/audience/snapshot	ooo.klae.connex.backend.controllers.CampaignController#snapshotAudience	authenticated	MVC workspace resolution attempted for authenticated User; effective scope delegated	CAMPAIGN_MANAGE; CampaignService#snapshotAudience:CAMPAIGN_MANAGE	params=[];headers=[];version=;consumes=[];produces=[] / params=[];headers=[];version=;consumes=[];produces=[]	false	unversioned	Backend maintainers	not measured; see API_SURFACE.md	not scheduled
POST	/api/campaigns/{id}/exports	ooo.klae.connex.backend.controllers.CampaignExportController#create	authenticated	MVC workspace resolution attempted for authenticated User; effective scope delegated	AudienceExportService#createExport:CAMPAIGN_MANAGE; CAMPAIGN_MANAGE	params=[];headers=[];version=;consumes=[];produces=[] / params=[];headers=[];version=;consumes=[];produces=[]	false	unversioned	Backend maintainers	not measured; see API_SURFACE.md	not scheduled
POST	/api/campaigns/{id}/exports/{exportId}/reconcile	ooo.klae.connex.backend.controllers.CampaignExportController#reconcile	authenticated	MVC workspace resolution attempted for authenticated User; effective scope delegated	AudienceExportService#reconcileExport:CAMPAIGN_MANAGE; CAMPAIGN_MANAGE	params=[];headers=[];version=;consumes=[];produces=[] / params=[];headers=[];version=;consumes=[];produces=[]	false	unversioned	Backend maintainers	not measured; see API_SURFACE.md	not scheduled
POST	/api/campaigns/{id}/messages	ooo.klae.connex.backend.controllers.CampaignMessageController#create	authenticated	MVC workspace resolution attempted for authenticated User; effective scope delegated	CAMPAIGN_MANAGE; CampaignSendService#createMessage:CAMPAIGN_MANAGE	params=[];headers=[];version=;consumes=[];produces=[] / params=[];headers=[];version=;consumes=[];produces=[]	false	unversioned	Backend maintainers	not measured; see API_SURFACE.md	not scheduled
POST	/api/campaigns/{id}/messages/{messageId}/revisions	ooo.klae.connex.backend.controllers.CampaignMessageController#addRevision	authenticated	MVC workspace resolution attempted for authenticated User; effective scope delegated	CAMPAIGN_MANAGE; CampaignSendService#addRevision:CAMPAIGN_MANAGE	params=[];headers=[];version=;consumes=[];produces=[] / params=[];headers=[];version=;consumes=[];produces=[]	false	unversioned	Backend maintainers	not measured; see API_SURFACE.md	not scheduled
POST	/api/campaigns/{id}/recipients/{deliveryId}/reconcile	ooo.klae.connex.backend.controllers.CampaignEngagementController#reconcileRecipient	authenticated	MVC workspace resolution attempted for authenticated User; effective scope delegated	CAMPAIGN_MANAGE; CampaignTriggeredSendService#reconcile:CAMPAIGN_MANAGE	params=[];headers=[];version=;consumes=[];produces=[] / params=[];headers=[];version=;consumes=[];produces=[]	false	unversioned	Backend maintainers	not measured; see API_SURFACE.md	not scheduled
